,Brand Name,Generic Name,Claim Count,Total Spending,Beneficiary Count,Total Annual Spending Per User,Unit Count,Average Cost Per Unit (Weighted),Beneficiary Count No LIS,Average Beneficiary Cost Share No LIS,Beneficiary Count LIS,Average Beneficiary Cost Share LIS,Year,Matched Drug Name,Indication
1473,femcon fe,noreth-ethinyl estradiol/iron,122.0,20571.31,25.0,822.8524,5424.0,3.792645649,,,,,2015,estradiol,Breast cancer
1474,femhrt,norethindrone ac-eth estradiol,4443.0,727471.51,1262.0,576.44335182,202020.0,3.6009875755,1064.0,291.86520677,198.0,18.616969697,2015,estradiol,Breast cancer
1475,femring,estradiol acetate,9130.0,2748644.98,3253.0,844.95695666,9198.0,298.80212473,2801.0,409.33555873,452.0,16.235641593,2015,estradiol,Breast cancer
1476,femtrace,estradiol acetate,,,,,,,,,,,2015,estradiol,Breast cancer
1477,fenofibrate,fenofibrate,2416773.0,125409955.36,492945.0,254.40963061,130530827.46,0.9668112571,346622.0,76.139272839,146323.0,8.5998567553,2015,fenofibrate,High cholesterol levels; High triglyceride levels
1478,fenofibrate,fenofibrate nanocrystallized,2354737.0,226479461.34,448996.0,504.41309352,114150615.36,1.9850276551,262282.0,111.79517622,186714.0,9.3341206873,2015,fenofibrate,High cholesterol levels; High triglyceride levels
1479,fenofibrate,"fenofibrate,micronized",1079316.0,93772936.62,205840.0,455.56226496,54651903.0,1.7133093728,134720.0,118.32086409,71120.0,8.7388381609,2015,fenofibrate,High cholesterol levels; High triglyceride levels
1480,fenofibric acid,fenofibric acid,7784.0,728267.96,1817.0,400.80790314,398409.0,1.8022863642,1348.0,70.369250742,469.0,7.9808955224,2015,,
1481,fenofibric acid,fenofibric acid (choline),561087.0,77142378.1,107087.0,720.37108239,27991861.0,2.7548333886,70665.0,153.16512573,36422.0,10.813963539,2015,,
1482,fenoglide,fenofibrate,1695.0,1664545.99,610.0,2728.763918,89483.0,18.305378456,381.0,234.23341207,229.0,10.115152838,2015,fenofibrate,High cholesterol levels; High triglyceride levels
1483,fenoprofen calcium,fenoprofen calcium,2323.0,553606.04,691.0,801.16648336,226779.0,2.4477116239,419.0,118.8921957,272.0,7.7959926471,2015,fenoprofen,Rheumatold arthritis
1484,fentanyl,fentanyl,3129902.0,329978261.5,452098.0,729.88215276,31717629.446,10.268672044,217628.0,202.09375958,234470.0,13.118843861,2015,oravescent fentanyl,Neuropathic pain
1485,fentanyl citrate,fentanyl citrate,3705.0,6660337.4,514.0,12957.854864,406319.0,15.491051521,246.0,1044.844187,268.0,33.709664179,2015,,
1486,fentanyl citrate,fentanyl citrate/pf,2362.0,42460.62,2029.0,20.926870379,132405.67,0.5251220927,1912.0,2.9252039749,117.0,1.8371794872,2015,,
1487,fentora,fentanyl citrate,2731.0,25728784.18,420.0,61259.009952,322339.0,74.600418568,173.0,1604.7015607,247.0,65.367408907,2015,,
1488,ferocon,fe fumarate/vit c/b12-if/fa,,,,,,,,,,,2015,,
1489,ferotrin,fe fumarate/vit c/b12-if/fa,,,,,,,,,,,2015,,
1490,ferotrinsic,fe fumarate/vit c/b12-if/fa,,,,,,,,,,,2015,,
1491,ferralet 90,"iron carb,gl/fa/b12/c/docusate",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1492,ferraplus 90,iron/fa/b12/c/docusate sodium,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1493,ferrex 150 forte,iron ps cmplx/vit b12/fa,25.0,179.45,,,750.0,0.2392666667,,,,,2015,iron,Iron deficiency anaemia
1494,ferrex 150 forte plus,iron aspgly&ps/c/b12/fa/ca/suc,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1495,ferrex 28,iron ag&fum/c/fa/mv cmb11/ca-t,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1496,ferriprox,deferiprone,1174.0,12511153.19,188.0,66548.687181,278364.0,44.945298925,74.0,3128.6201351,114.0,27.242017544,2015,deferiprone,Transfusional iron overload due to thalassaemia syndromes
1497,ferrlecit,sodium ferric gluconat/sucrose,,,,,,,,,,,2015,,
1498,ferrocite plus,"iron/fa/vit bcomp,c/minerals",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1499,ferrogels forte,iron fumarate/vit c/vit b12/fa,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1500,fetrin,ferrous fumarate/vit c/b12-if,,,,,,,,,,,2015,,
1501,fetzima,levomilnacipran hydrochloride,82891.0,23952378.58,16366.0,1463.5450678,2788508.0,8.589906367,5877.0,343.77584992,10489.0,18.973136619,2015,levomilnacipran,Fibromyalgia
1502,fexmid,cyclobenzaprine hcl,66.0,18019.69,22.0,819.07681818,3958.0,4.5527261243,,,,,2015,cyclobenzaprine,Depression
1503,fexofenadine hcl,fexofenadine hcl,25.0,293.05,,,750.0,0.3907333333,,,,,2015,fexofenadine,Allergic rhinitis
1504,fexofenadine-pse er,fexofenadine/pseudoephedrine,,,,,,,,,,,2015,pseudoephedrine,Nasal congestion
1505,fibricor,fenofibric acid,,,,,,,,,,,2015,,
1506,finacea,azelaic acid,53310.0,14502057.38,32602.0,444.82109625,2911048.6,4.9818206783,29118.0,99.20977677,3484.0,8.4793455798,2015,azelaic acid,Acne vulgaris
1507,finacea plus,"azelaic acid/ceramide 1,3,6-11",,,,,,,,,,,2015,azelaic acid,Acne vulgaris
1508,finasteride,finasteride,5430791.0,100868234.41,1146771.0,87.958480298,305775745.37,0.3298806541,906487.0,43.311181815,240284.0,6.0999028233,2015,finasteride,Benign prostatic hyperplasia
1509,fioricet,butalb/acetaminophen/caffeine,4899.0,1288407.33,1886.0,683.14280488,381324.0,3.374081303,1016.0,152.37332677,870.0,3.1984367816,2015,caffeine,Fatigue; Orthostatic hypotension
1510,fioricet with codeine,butalbit/acetamin/caff/codeine,874.0,566197.43,218.0,2597.2359174,77724.0,7.2832167174,136.0,341.43977941,82.0,1.9542682927,2015,codeine,Cough
1511,fiorinal,butalbital/aspirin/caffeine,1368.0,398535.95,362.0,1100.9280387,118047.0,3.3760785958,320.0,233.63940625,42.0,9.0611904762,2015,caffeine,Fatigue; Orthostatic hypotension
1512,fiorinal with codeine #3,codeine/butalbital/asa/caffein,1626.0,1175514.78,213.0,5518.8487324,165368.0,7.1084779401,143.0,700.59986014,70.0,46.574285714,2015,codeine,Cough
1513,firazyr,icatibant acetate,1917.0,92231895.83,387.0,238325.31222,30390.0,3034.9422781,223.0,9068.968565,164.0,226.70585366,2015,icatibant,Hereditary angioedema
1514,firmagon,degarelix acetate,1476.0,850810.35,318.0,2675.5042453,1665.0,492.0367733,187.0,445.19679144,131.0,16.157251908,2015,,
1515,flagyl,metronidazole,315.0,86414.28,237.0,364.61721519,11044.0,8.0242595652,158.0,73.827974684,79.0,5.1079746835,2015,metronidazole,Amebiasis
1516,flagyl er,metronidazole,,,,,,,,,,,2015,metronidazole,Amebiasis
1517,flarex,fluorometholone acetate,2885.0,193121.12,1482.0,130.3111471,17120.0,11.280439252,1123.0,84.723802315,359.0,9.0942339833,2015,fluorometholone,Inflammatory diseases
1518,flavoxate hcl,flavoxate hcl,16242.0,1136226.47,5414.0,209.8682065,1315426.5,0.8637703969,3216.0,52.307804726,2198.0,4.1512966333,2015,flavoxate,Muscle Relaxant
1519,flebogamma dif,imm glob g (igg)/sorb/iga 0-50,212.0,1220961.12,27.0,45220.782222,285420.0,4.2777700231,,,,,2015,,
1520,flebogamma dif,immun glob g(igg)/sorb/iga 50+,165.0,975434.27,21.0,46449.250952,110736.0,8.8086464203,,,,,2015,,
1521,flecainide acetate,flecainide acetate,740039.0,36568667.49,145838.0,250.74855312,76370896.0,0.4817015783,126535.0,96.573358754,19303.0,11.351656219,2015,flecainide,Tachyarrhythmias
1522,flector,diclofenac epolamine,75191.0,31985870.35,27536.0,1161.6019157,3679547.0,8.6928826701,12109.0,159.20988356,15427.0,8.9384455824,2015,diclofenac,Pain
1523,flexbumin,albumin human,25.0,11734.33,,,8213.0,1.428750761,,,,,2015,human serum albumin,Anemia
1524,flexeril,cyclobenzaprine hcl,,,,,,,,,,,2015,cyclobenzaprine,Depression
1525,flextra plus,acetaminophen/phenyltolox/caff,,,,,,,,,,,2015,acetaminophen,Pain
1526,flextra-650,acetaminophen/phenyltolx,,,,,,,,,,,2015,acetaminophen,Pain
1527,flextra-ds,acetaminophen/phenyltolx,,,,,,,,,,,2015,acetaminophen,Pain
1528,flolan,epoprostenol sodium (glycine),,,,,,,,,,,2015,glycine,Dietary shortage
1529,flomax,tamsulosin hcl,9463.0,2715254.84,4220.0,643.42531754,458497.0,5.9220776581,2553.0,154.79823737,1667.0,8.9766166767,2015,tamsulosin,Benign prostatic hyperplasia
1530,flonase,fluticasone propionate,1908.0,231275.97,1168.0,198.01024829,40590.06,5.6978474533,669.0,63.003168909,499.0,5.9524048096,2015,fluticasone,Inflammatory diseases
1531,flovent diskus,fluticasone propionate,123197.0,25780000.71,36751.0,701.47753014,9106363.017,2.8300854745,20884.0,174.71779831,15867.0,11.42738829,2015,fluticasone,Inflammatory diseases
1532,flovent hfa,fluticasone propionate,903967.0,246150303.09,287078.0,857.43353057,12933997.969,18.930439113,156184.0,174.30908429,130894.0,13.118437973,2015,fluticasone,Inflammatory diseases
1533,floxin,ofloxacin,,,,,,,,,,,2015,ofloxacin,Bacterial infection
1534,fluconazole,fluconazole,2693493.0,43362674.14,1497038.0,28.965646924,18958501.555,2.8390068754,835480.0,8.4688878848,661558.0,1.2742925337,2015,fluconazole,Fungal infection
1535,fluconazole in dextrose,"fluconazole in dextrose,iso-os",137.0,8573.0,50.0,171.46,111602.0,0.0777441285,14.0,43.172857143,36.0,1.7416666667,2015,fluconazole,Fungal infection
1536,fluconazole in saline,"fluconazole in nacl,iso-osm",27.0,1747.43,19.0,91.97,11956.0,0.1643521615,,,,,2015,fluconazole,Fungal infection
1537,fluconazole-nacl,"fluconazole in nacl,iso-osm",2376.0,134803.32,905.0,148.95394475,1963990.167,0.0764903985,245.0,60.185183673,660.0,1.8365151515,2015,fluconazole,Fungal infection
1538,flucytosine,flucytosine,203.0,2460596.67,115.0,21396.492783,26181.0,95.319045625,38.0,1042.5586842,77.0,1.562987013,2015,flucytosine,Endocarditis
1539,fludarabine phosphate,fludarabine phosphate,96.0,56138.61,27.0,2079.2077778,510.0,106.72583109,15.0,151.02533333,12.0,19.956666667,2015,fludarabine,Hematological malignancies
1540,fludrocortisone acetate,fludrocortisone acetate,479762.0,11859401.45,96938.0,122.34006736,24930327.084,0.4757017993,61335.0,51.728483411,35603.0,5.4696621071,2015,fludrocortisone,Cerebral salt-wasting syndrome
1541,flumazenil,flumazenil,1858.0,27495.02,1761.0,15.613299262,9826.5,2.7980481351,1717.0,3.3025684333,44.0,2.4627272727,2015,,
1542,flunisolide,flunisolide,98846.0,5630014.1,39006.0,144.33713019,3131368.5,1.7979404532,24571.0,39.925653413,14435.0,3.4851991687,2015,flunisolide,Allergic rhinitis
1543,fluocinolone acetonide,fluocinolone acetonide,134914.0,16266531.91,80272.0,202.64266382,9730322.693,1.7055735991,51122.0,42.668819882,29150.0,3.1265056604,2015,fluocinolone acetonide,Inflammatory diseases
1544,fluocinolone acetonide,fluocinolone/shower cap,54965.0,9985641.65,31863.0,313.39301541,7081430.653,1.4101164213,21615.0,58.731479065,10248.0,3.7830249805,2015,,
1545,fluocinolone acetonide oil,fluocinolone acetonide oil,64386.0,10703212.53,46212.0,231.61110815,1325920.84,8.0722862234,33018.0,46.116540675,13194.0,2.9672154009,2015,fluocinolone acetonide,Inflammatory diseases
1546,fluocinonide,fluocinonide,839518.0,80811921.47,457354.0,176.69446746,50389522.191,1.5773000997,305550.0,35.153561348,151804.0,3.2360022793,2015,fluocinonide,Inflammatory diseases
1547,fluocinonide emollient,fluocinonide/emollient base,52.0,1184.96,34.0,34.851764706,2700.0,0.4388740741,17.0,11.217058824,17.0,2.5205882353,2015,fluocinonide,Inflammatory diseases
1548,fluocinonide-e,fluocinonide/emollient base,25567.0,2643114.88,15223.0,173.62641267,1461178.52,1.8088925096,10732.0,27.95381476,4491.0,2.810507682,2015,fluocinonide,Inflammatory diseases
1549,fluor-a-day,sodium fluoride,,,,,,,,,,,2015,sodium fluoride,Osteoporosis
1550,fluor-a-day,sodium fluoride/xylitol,,,,,,,,,,,2015,sodium fluoride,Osteoporosis
1551,fluoride,sodium fluoride,494.0,3255.18,147.0,22.144081633,28279.0,0.1153672422,82.0,13.220609756,65.0,1.7946153846,2015,sodium fluoride,Osteoporosis
1552,fluoridex daily defense,sodium fluoride,492.0,10809.35,487.0,22.195790554,60481.0,0.1787230701,457.0,9.6600218818,30.0,2.7716666667,2015,sodium fluoride,Osteoporosis
1553,fluoridex defense whitening,sodium fluoride,,,,,,,,,,,2015,sodium fluoride,Osteoporosis
1554,fluoridex sensitivity relief,sodium fluoride/potassium nit,39.0,459.37,31.0,14.818387097,3471.0,0.1323451455,,,,,2015,sodium fluoride,Osteoporosis
1555,fluoritab,sodium fluoride,16.0,38.54,,,1890.0,0.0193888889,,,,,2015,sodium fluoride,Osteoporosis
1556,fluorometholone,fluorometholone,282099.0,22646044.53,148273.0,152.73208561,2078691.416,10.894375353,108110.0,25.872769679,40163.0,3.4069927545,2015,fluorometholone,Inflammatory diseases
1557,fluor-op,fluorometholone,,,,,,,,,,,2015,fluorometholone,Inflammatory diseases
1558,fluoroplex,fluorouracil,,,,,,,,,,,2015,fluorouracil,Cancers
1559,fluorouracil,fluorouracil,332008.0,63751194.78,281123.0,226.77331552,13476043.419,5.0916437603,254382.0,54.939454639,26741.0,4.4583100856,2015,fluorouracil,Cancers
1560,fluoxetine dr,fluoxetine hcl,8744.0,1611245.23,1511.0,1066.3436334,55103.0,29.240608134,749.0,234.56878505,762.0,6.9785170604,2015,fluoxetine,Depression
1561,fluoxetine hcl,fluoxetine hcl,6663034.0,99970245.19,1180356.0,84.694994722,391368126.45,0.2644420726,680327.0,31.920806259,500029.0,6.8768871005,2015,fluoxetine,Depression
1562,fluphenazine decanoate,fluphenazine decanoate,85496.0,12199167.99,15827.0,770.78208062,439342.65,27.76686486,1547.0,189.89538462,14280.0,9.6984103641,2015,fluphenazine,Psychotic disorders
1563,fluphenazine hcl,fluphenazine hcl,314748.0,5642082.79,37989.0,148.51885519,19303835.976,0.3432679218,5371.0,51.45721281,32618.0,8.1823024097,2015,fluphenazine,Psychotic disorders
1564,flurazepam hcl,flurazepam hcl,53855.0,822255.56,13421.0,61.266340809,1939765.0,0.4280288729,9308.0,24.445532875,4113.0,5.1507585704,2015,flurazepam,Insomnia
1565,flurbiprofen,flurbiprofen,35218.0,1108787.42,13639.0,81.295360364,2617548.335,0.4237971491,10354.0,20.433459533,3285.0,4.3625996956,2015,flurbiprofen,Rheumatold arthritis
1566,flurbiprofen sodium,flurbiprofen sodium,47426.0,390634.09,24495.0,15.947503164,150329.673,2.5985161958,17781.0,11.389528148,6714.0,2.5983869526,2015,flurbiprofen,Rheumatold arthritis
1567,flutamide,flutamide,9786.0,1253602.73,2042.0,613.90927032,1527324.0,0.8207837564,1457.0,163.95472889,585.0,8.5066324786,2015,flutamide,Prostate cancer
1568,fluticasone propionate,fluticasone propionate,11066593.0,154793200.26,4252170.0,36.403342355,223046298.38,0.6932994962,2734437.0,18.188548118,1517733.0,3.4105792192,2015,fluticasone,Inflammatory diseases
1569,fluvastatin er,fluvastatin sodium,4450.0,1641740.13,3185.0,515.46000942,287002.0,5.7203090222,2873.0,57.448360599,312.0,3.1845512821,2015,fluvastatin,Hypercholesterolemia
1570,fluvastatin sodium,fluvastatin sodium,43706.0,8790297.1,10200.0,861.79383333,2555395.0,3.4468174255,8448.0,153.81368608,1752.0,13.232545662,2015,fluvastatin,Hypercholesterolemia
1571,fluvoxamine maleate,fluvoxamine maleate,317994.0,9249455.41,38039.0,243.15716528,18840191.544,0.4907519924,12494.0,100.49519449,25545.0,6.9021835976,2015,fluvoxamine,Depression
1572,fluvoxamine maleate er,fluvoxamine maleate,19814.0,7853779.33,3375.0,2327.0457274,1019737.0,7.7180912188,950.0,301.71841053,2425.0,7.0366969072,2015,fluvoxamine,Depression
1573,fml,fluorometholone,3236.0,386974.09,2177.0,177.75566835,20600.0,18.78515,1548.0,71.410090439,629.0,4.943608903,2015,fluorometholone,Inflammatory diseases
1574,fml forte,fluorometholone,12944.0,1812285.95,7155.0,253.28944095,84163.0,21.53304837,5138.0,118.50778513,2017.0,8.069127417,2015,fluorometholone,Inflammatory diseases
1575,fml s.o.p.,fluorometholone,12820.0,1449844.82,9794.0,148.03398203,46507.0,31.174765519,8051.0,67.232777295,1743.0,6.1899770511,2015,fluorometholone,Inflammatory diseases
1576,focalin,dexmethylphenidate hcl,553.0,61549.88,129.0,477.13085271,51946.0,1.1472533505,53.0,199.53849057,76.0,10.536578947,2015,dexmethylphenidate hydrochloride,Attention deficit hyperactivity disorder
1577,focalin xr,dexmethylphenidate hcl,5616.0,2055897.68,1224.0,1679.6549673,232700.0,8.8530157129,368.0,394.73714674,856.0,15.876799065,2015,dexmethylphenidate hydrochloride,Attention deficit hyperactivity disorder
1578,folast,mecobalamin/l-mefolate/b6 phos,,,,,,,,,,,2015,mecobalamin,Anemia
1579,folastin,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1580,folbecal,pnv w-o iron/fa/calcium/b6/b12,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1581,folbee,cyanocobalamin/fa/pyridoxine,23.0,727.19,,,1410.0,0.5157375887,,,,,2015,cyanocobalamin,Anemia
1582,folbee plus,"folic acid/vit bcomp,c",,,,,,,,,,,2015,folic acid,Folate deficiency
1583,folbee plus cz,"folic acid/vit bcomp,c/cu/znox",,,,,,,,,,,2015,folic acid,Folate deficiency
1584,folbic,cyanocobalamin/fa/pyridoxine,46.0,1574.36,17.0,92.609411765,2670.0,0.5896479401,,,,,2015,cyanocobalamin,Anemia
1585,folbic rf,b12/levomefolate calcium/b-6,,,,,,,,,,,2015,calcium,Osteoporosis
1586,folcal dha,pnv39/iron fumarate/fa/dss/dha,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1587,folcal dha,pnv66/iron fumarate/fa/dss/dha,14.0,645.96,,,450.0,1.4354666667,,,,,2015,iron,Iron deficiency anaemia
1588,folcaps,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1589,folcaps care one,"pnv,ca,no.35/iron/fa/ds/omeg-3",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1590,folcaps omega-3,"pnv ca37/iron cb,asp,bg/fa/om3",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1591,folcaps omega-3,pnv w-ca no.37/iron/fa/omega-3,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1592,folgard os,calcium/mag/d3/b12/fa/b6/boron,,,,,,,,,,,2015,calcium,Osteoporosis
1593,folgard rx,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1594,folic acid,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1595,folic acid,folic acid,153027.0,455699.67,33745.0,13.504213069,7470199.0,0.0610391408,13941.0,4.6492389355,19804.0,0.6138416482,2015,folic acid,Folate deficiency
1596,folic acid-cyancobal-pyridoxin,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1597,folic acid-vit b6-vit b12,cyanocobalamin/fa/pyridoxine,15.0,137.21,,,450.0,0.3049111111,,,,,2015,cyanocobalamin,Anemia
1598,folinatal plus b,pnv w-o iron/fa/calcium/b6/b12,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1599,folitab 500,ferrous sulfate/vit c/fa,,,,,,,,,,,2015,,
1600,folivane-f,iron fum & ps cmp/fa/vit c/b3,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1601,folivane-ob,"pnv #15/iron fum,ps/folic acid",130.0,3450.32,42.0,82.15047619,4445.0,0.7762249719,,,,,2015,folic acid,Folate deficiency
1602,folivane-plus,"iron fum,ps/fa/vit b with c #9",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1603,folivane-prx dha nf,pnv39/iron fumarate/fa/dss/dha,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1604,folotyn,pralatrexate,18.0,640760.37,,,156.0,4106.5978885,,,,,2015,pralatrexate,Breast cancer
1605,folplex 2.2,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1606,foltabs,pnv no.22/iron cbn&gluc/fa/dss,,,,,,,,,,,2015,iron,Iron deficiency anaemia
1607,foltanx,mecobal/levomefolat ca/b6 phos,,,,,,,,,,,2015,,
1608,foltanx rf,levomefolate/b6/b12/algal oil,,,,,,,,,,,2015,,
1609,foltrate,cyanocobalamin/folic acid,15.0,440.51,,,447.0,0.9854809843,,,,,2015,folic acid,Folate deficiency
1610,foltrin,fe fumarate/vit c/b12-if/fa,,,,,,,,,,,2015,,
1611,foltx,b12/levomefolate calcium/b-6,,,,,,,,,,,2015,calcium,Osteoporosis
1612,foltx,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2015,cyanocobalamin,Anemia
1613,fondaparinux sodium,fondaparinux sodium,32078.0,49872552.04,10119.0,4928.6048068,395721.702,120.62649393,6038.0,299.45854091,4081.0,10.666552316,2015,fondaparinux sodium,Venous thrombosis
1614,foradil,formoterol fumarate,101635.0,31013763.67,22001.0,1409.6524553,7989290.0,3.8819173756,13969.0,289.89637984,8032.0,21.258997759,2015,formoterol,Asthma
1615,forfivo xl,bupropion hcl,4777.0,1624794.61,1228.0,1323.1226466,170996.0,9.5019451332,472.0,266.96355932,756.0,16.6725,2015,bupropion,Depression
1616,formula b plus,"multivits,therap w-fe,hematin",,,,,,,,,,,2015,,
1617,fortamet,metformin hcl,2678.0,6998912.77,574.0,12193.227822,248610.0,28.141596478,312.0,573.26461538,262.0,16.563816794,2015,metformin,Diabetes mellitus
1618,fortaz,ceftazidime,134.0,15339.77,87.0,176.3191954,5964.0,3.9131149182,37.0,83.327837838,50.0,2.291,2015,ceftazidime,Bacterial infection
1619,fortaz in iso-osmotic dextrose,"ceftazidime na/dextrose,iso",288.0,39040.39,71.0,549.86464789,82129.0,0.4840953009,,,,,2015,ceftazidime,Bacterial infection
1620,forteo,teriparatide,194855.0,430210943.9,35902.0,11982.92418,523433.04,821.90253772,21066.0,1156.4812594,14836.0,27.636450526,2015,teriparatide,Osteogenesis imperfecta
1621,fortesta,testosterone,2625.0,1563609.21,925.0,1690.3883351,247620.0,6.314551369,774.0,244.2570801,151.0,12.934039735,2015,testosterone,Osteoporosis
1622,fortical,"calcitonin,salmon,synthetic",42516.0,3528479.92,12342.0,285.89206936,225644.7,15.637326824,8640.0,85.071574074,3702.0,7.0848568341,2015,salmon calcitonin,Osteoporosis
1623,fosamax,alendronate sodium,5668.0,964633.04,1767.0,545.91569892,40288.0,23.94343328,1122.0,158.97369875,645.0,10.587937984,2015,alendronate,Osteoporosis; Paget's disease
1624,fosamax plus d,alendronate sodium/vitamin d3,9358.0,2206605.81,2379.0,927.53501892,59113.0,37.338273562,1531.0,216.23708034,848.0,14.279834906,2015,alendronate,Osteoporosis; Paget's disease
1625,foscarnet sodium,foscarnet sodium,27.0,9198.33,,,28750.0,0.319941913,,,,,2015,foscarnet,Herpes viruses
1626,foscavir,foscarnet sodium,43.0,98833.42,,,143654.31,0.687994812,,,,,2015,foscarnet,Herpes viruses
1627,fosinopril sodium,fosinopril sodium,479046.0,6951875.26,93775.0,74.133567155,31354240.68,0.2220384794,69692.0,33.941718849,24083.0,7.5074288917,2015,fosinopril,Hypertension
1628,fosinopril-hydrochlorothiazide,fosinopril/hydrochlorothiazide,28414.0,1970555.64,5841.0,337.36614278,1938268.0,1.0178467665,4711.0,85.501447676,1130.0,10.701946903,2015,fosinopril,Hypertension
1629,fosphenytoin sodium,fosphenytoin sodium,27.0,3088.77,13.0,237.59769231,2833.0,1.0764137789,0.0,,13.0,0.0923076923,2015,fosphenytoin,Seizures
1630,fosrenol,lanthanum carbonate,66069.0,88132934.06,15839.0,5564.2991388,9373948.1,9.4019903328,3343.0,477.07017051,12496.0,13.916138764,2015,lanthanum carbonate,Hyperphosphatemia
1631,fosteum,genistein/cit zn bisgly/vit d3,,,,,,,,,,,2015,genistein,Prostate cancer
1632,fragmin,"dalteparin sodium,porcine",6156.0,11374752.98,1752.0,6492.4389155,77843.65,163.68951455,1008.0,513.49681548,744.0,14.630040323,2015,,
1633,freamine iii,parenteral amino acid 10% no.4,22.0,1810.0,,,67087.7,0.0269796103,,,,,2015,,
1634,freamine iii,parenteral amino acid 8.5 % #1,,,,,,,,,,,2015,,
1635,freestyle precision,"syring w-ndl,disp,insul,0.5 ml",47.0,1082.86,21.0,51.564761905,4900.0,0.2211441182,,,,,2015,,
1636,freestyle precision,"syringe and needle,insulin,1ml",18.0,429.06,,,1840.0,0.2334023641,,,,,2015,insulin,Diabetes mellitus
1637,freshkote,eye lubricant combination no.1,,,,,,,,,,,2015,,
1638,frova,frovatriptan succinate,10085.0,7901131.91,2398.0,3294.8840325,136447.0,57.906233996,1293.0,344.99040217,1105.0,11.848099548,2015,frovatriptan,Migraine headaches
1639,fulyzaq,crofelemer,2522.0,1406077.33,489.0,2875.4137628,154209.0,9.1179978471,128.0,186.60734375,361.0,5.4169252078,2015,crofelemer,HIV-associated diarrhoea
1640,fumatinic,ferrous fumarate/vit c/b12-if,,,,,,,,,,,2015,,
1641,furadantin,nitrofurantoin,53.0,44653.16,22.0,2029.6890909,13405.0,3.3310824319,,,,,2015,nitrofurantoin,Urinary tract infections
1642,furosemide,furosemide,27544936.0,137915286.1,5314707.0,25.949744003,1446353936.8,0.095678206,3217826.0,13.745181013,2096881.0,4.1710433592,2015,furosemide,Edema associated with congestive heart failure
1643,fusilev,levoleucovorin calcium,131.0,435483.31,30.0,14516.110333,1898.0,229.44326133,17.0,1263.0664706,13.0,4.3846153846,2015,calcium,Osteoporosis
1644,fusion plus,"iron,fum&ps/fa/vit b&c#18/l.ca",,,,,,,,,,,2015,iron,Iron deficiency anaemia
1645,fuzeon,enfuvirtide,2384.0,7747504.05,388.0,19967.793943,147387.0,52.565721875,68.0,1005.5516176,320.0,14.82415625,2015,enfuvirtide,HIV infections
1646,fycompa,perampanel,13271.0,9406030.76,2111.0,4455.7227665,554480.0,18.134551478,308.0,567.58116883,1803.0,9.4484858569,2015,,
1647,gabapentin,gabapentin,24819279.0,490780915.74,4816886.0,101.88759205,2859139554.0,0.1695664366,2647611.0,34.722801858,2169275.0,6.8328798516,2015,gabapentin,Cancers
1648,gabitril,tiagabine hcl,10774.0,7065159.42,1231.0,5739.3658976,840424.0,8.807160662,229.0,681.94375546,1002.0,16.225848303,2015,tiagabine,Anxiety disorder; Insomnia
1649,gablofen,baclofen,316.0,404293.75,115.0,3515.5978261,9780.0,41.122826497,,,,,2015,baclofen,Multiple sclerosis
1650,galantamine hbr,galantamine hbr,323127.0,34619149.9,49104.0,705.01690086,16175382.966,2.2674750424,35421.0,203.49046131,13683.0,16.169882336,2015,galantamine,Alzheimer's disease
1651,galantamine hydrobromide,galantamine hbr,1296.0,365888.67,259.0,1412.6975676,159779.0,2.2899672047,147.0,305.19993197,112.0,7.3517857143,2015,galantamine,Alzheimer's disease
1652,galzin,zinc acetate,25.0,4979.84,,,2369.0,2.1428425021,,,,,2015,zinc acetate vaginal gel,HIV infections
1653,gamastan s-d,immune globul g (igg)/glycine,834.0,237354.43,137.0,1732.5140876,6994.0,33.936864455,101.0,310.7009901,36.0,31.979444444,2015,glycine,Dietary shortage
